iB,TC,chr,phase,dali11,dali22,dapi11,lethality
iB_00598,TC003655,LG3,I,70,100,10,Low
iB_00599,TC003656,LG3,I,0,10,10,Low
iB_00600,TC003666,LG3,I,0,100,0,Low
iB_00601,TC003669,LG3,I,20,100,30,Low
iB_00602,TC003689,LG3,I,10,10,40,Low
iB_00603,TC003706,LG3,I,100,100,50,Yes
iB_00604,TC003729,LG3,I,10,10,20,Low
iB_00606,TC003747,LG3,I,100,100,100,Yes
iB_00607,TC003752,LG3,I,100,100,100,Yes
iB_00608,TC003754,LG3,I,10,30,60,Low
iB_00610,TC003759,LG3,I,100,100,100,Yes
iB_00611,TC031050,LG3,I,10,10,10,Low
iB_00612,TC031050,LG3,I,0,10,10,Low
iB_00613,TC003783,LG3,I,70,100,50,Low
iB_00614,TC003787,LG3,I,10,50,30,Low
iB_00615,TC003797,LG3,I,10,10,10,Low
iB_00616,TC003799,LG3,I,0,0,0,Low
iB_00617,TC003800,LG3,I,60,100,70,Low
iB_00618,TC003806,LG3,I,10,50,50,Low
iB_00619,TC032563,LG3,I,30,40,50,Low
iB_00620,TC003817,LG3,I,50,100,100,Low
iB_00621,TC003818,LG3,I,100,100,100,Yes
iB_00622,TC003823,LG3,I,0,20,10,Low
iB_00623,TC003826,LG3,I,50,100,60,Low
iB_00625,TC003832,LG3,I,10,30,10,Low
iB_00627,TC032573,LG3,I,0,0,30,Low
iB_00628,TC003841,LG3,I,10,70,50,Low
iB_00629,TC032574,LG3,I,0,40,60,Low
iB_00630,TC002563,LG3,I,0,10,0,Low
iB_00631,TC003870,LG3,I,0,30,0,Low
iB_00632,TC003895,LG3,I,0,10,0,Low
iB_00633,TC003902,LG3,I,0,30,0,Low
iB_00634,TC003905,LG3,I,0,10,0,Low
iB_00635,TC003907,LG3,I,10,20,10,Low
iB_00636,TC003911,LG3,II,10,,10,Low
iB_00638,TC003916,LG3,I,0,100,10,Low
iB_00639,TC003922,LG3,I,10,20,20,Low
iB_00640,TC032642,LG3,I,60,90,0,Low
iB_00641,TC003942,LG3,I,20,40,10,Low
iB_00642,TC032650,LG3,I,0,20,0,Low
iB_00643,TC032654,LG3,I,0,10,0,Low
iB_00644,TC003971,LG3,I,20,20,40,Low
iB_00645,TC003976,LG3,I,20,30,10,Low
iB_00646,TC003977,LG3,I,0,0,10,Low
iB_00647,TC003986,LG3,I,40,100,60,Low
iB_00648,TC032676,LG3,I,0,20,0,Low
iB_00649,TC004000,LG3,I,20,20,70,Low
iB_00650,TC004003,LG3,I,0,10,10,Low
iB_00651,TC004004,LG3,I,30,40,10,Low
iB_00653,TC004015,LG3,I,10,40,10,Low
iB_00654,TC004022,LG3,I,0,10,10,Low
iB_00655,TC004029,LG3,I,100,100,100,Yes
iB_00656,TC004033,LG3,I,0,0,30,Low
iB_00657,TC031216,LG7,I,10,10,40,Low
iB_00663,TC004117,LGX,I,20,30,0,Low
iB_00664,TC004121,LGX,I,10,10,10,Low
iB_00665,TC004133,LGX,I,10,20,10,Low
iB_00666,TC004140,LGX,I,0,100,20,Low
iB_00667,TC004143,LGX,I,10,10,40,Low
iB_00668,TC004146,LGX,I,0,0,20,Low
iB_00669,TC004151,LGX,I,10,10,70,Low
iB_00670,TC004159,LGX,I,20,100,40,Low
iB_00673,TC003525,LG3,I,0,10,10,Low
iB_00675,TC004273,LG7,I,10,40,10,Low
iB_00677,TC004314,LG9,I,50,100,30,Low
iB_00678,TC004317,LG9,I,50,50,30,Low
iB_00679,TC004326,LG9,I,0,100,20,Low
iB_00680,TC004356,LG10,I,20,20,80,Low
iB_00681,TC004358,LG10,I,20,20,60,Low
iB_00682,TC031316,LG10,I,10,90,100,Low
iB_00683,TC004369,LG10,I,20,30,40,Low
iB_00684,TC004372,LG10,I,0,10,10,Low
iB_00685,TC004373,LG10,I,10,100,10,Low
iB_00686,TC004378,LG10,I,100,100,90,Yes
iB_00687,TC004390,LG10,I,0,40,0,Low
iB_00688,TC004391,LG10,I,90,100,90,High
iB_00689,TC004403,LG3,I,10,10,30,Low
iB_00690,TC031063,LG3,I,20,20,30,Low
iB_00691,TC004422,LG2,I,20,30,20,Low
iB_00692,TC004426,LG2,I,10,10,0,Low
iB_00693,TC032030,LG2,I,10,10,10,Low
iB_00694,TC004429,LG2,I,10,10,20,Low
iB_00695,TC004434,LG2,I,70,100,70,Low
iB_00696,TC004437,LG2,I,10,100,80,Low
iB_00697,TC004438,LG2,I,0,30,10,Low
iB_00700,TC004458,LG2,II,30,,100,Low
iB_00701,TC004460,LG2,II,40,,30,Low
iB_00702,TC004464,LG2,I,20,70,40,Low
iB_00703,TC004466,LG2,II,30,,0,Low
iB_00704,TC004468,LG2,I,100,100,50,Yes
iB_00705,TC004472,LG2,I,10,100,40,Low
iB_00706,TC004478,LG2,I,0,0,40,Low
iB_00707,TC032012,LG2,II,40,,0,Low
iB_00708,TC004492,LG2,I,20,20,40,Low
iB_00709,TC004497,LG2,I,10,20,10,Low
iB_00710,TC004510,LG2,II,50,,20,Low
iB_00711,TC004511,LG2,I,0,0,40,Low
iB_00712,TC004513,LG2,I,10,10,30,Low
iB_00714,TC004532,LG2,I,10,75,20,Low
iB_00715,TC004538,LG2,I,0,10,30,Low
iB_00718,TC004545,LG2,I,10,10,30,Low
iB_00719,TC004548,LG2,I,30,30,40,Low
iB_00720,TC004551,LG2,I,20,20,30,Low
iB_00721,TC004556,LG2,I,0,30,10,Low
iB_00722,TC004566,LG2,I,100,100,100,Yes
iB_00723,TC034543,LG2,I,10,10,0,Low
iB_00724,TC004574,LG2,I,0,0,10,Low
iB_00725,TC004579,LGX,I,10,40,60,Low
iB_00726,TC004581,LGX,II,20,,0,Low
iB_00727,TC004582,LGX,II,0,,0,Low
iB_00728,TC004585,LGX,I,0,10,20,Low
iB_00729,TC004590,LGX,I,30,90,50,Low
iB_00730,TC004597,LGX,I,10,100,30,Low
iB_00731,TC004599,LGX,I,100,100,100,Yes
iB_00732,TC004603,LGX,II,30,,33.33,Low
iB_00733,TC004606,LGX,I,40,100,0,Low
iB_00734,TC004609,LGX,I,20,100,20,Low
iB_00735,TC034530,LGX,I,0,0,30,Low
iB_00736,TC004615,LGX,I,0,0,20,Low
iB_00737,TC004619,LGX,I,0,10,30,Low
iB_00739,TC004631,LGX,I,20,100,100,Low
iB_00740,TC004633,LGX,I,0,20,30,Low
iB_00741,TC004634,LGX,II,30,,0,Low
iB_00742,TC004639,LGX,I,10,10,20,Low
iB_00743,TC031518,LGX,I,100,100,40,Yes
iB_00744,TC031516,LGX,I,20,20,30,Low
iB_00745,TC004656,LGX,I,10,20,20,Low
iB_00746,TC004657,LGX,I,10,10,10,Low
iB_00747,TC004661,LGX,I,10,10,30,Low
iB_00750,TC004675,LGX,II,50,,0,Low
iB_00751,TC004676,LGX,I,20,20,30,Low
iB_00752,TC004679,LGX,I,20,20,10,Low
iB_00753,TC004683,LGX,I,100,100,100,Yes
iB_00754,TC031464,LGX,I,10,70,0,Low
iB_00755,TC004703,LGX,I,40,100,40,Low
iB_00756,TC004712,LGX,I,20,20,10,Low
iB_00757,TC004648,LGX,I,20,100,40,Low
iB_00758,TC004716,LGX,I,0,0,50,Low
iB_00759,TC004719,LGX,I,60,100,90,Low
iB_00760,TC004732,LGX,II,10,,50,Low
iB_00761,TC004742,LGX,I,40,40,20,Low
iB_00762,TC004751,LGX,I,100,100,90,Yes
iB_00763,TC004773,LGX,I,0,10,20,Low
iB_00764,TC004776,LGX,I,20,30,30,Low
iB_00765,TC004781,LGX,I,10,20,20,Low
iB_00766,TC004782,LGX,I,20,20,30,Low
iB_00767,TC004791,LGX,I,20,20,20,Low
iB_00769,TC004803,LGX,I,40,100,30,Low
iB_00770,TC004817,LG2,I,10,10,10,Low
iB_00771,TC004819,LG2,I,0,0,10,Low
iB_00772,TC004823,LG2,I,0,10,30,Low
iB_00773,TC004827,LG2,I,30,30,20,Low
iB_00774,TC004831,LG2,I,0,11.11,20,Low
iB_00775,TC004838,LG2,I,10,60,60,Low
iB_00776,TC004841,LG2,I,10,10,20,Low
iB_00778,TC004854,LG2,I,0,0,20,Low
iB_00779,TC004857,LG2,I,10,10,0,Low
iB_00780,TC004868,LG2,I,100,100,100,Yes
iB_00781,TC004881,LG2,I,0,0,20,Low
iB_00782,TC004901,LG2,I,30,30,0,Low
iB_00783,TC004918,LG2,I,0,10,10,Low
iB_00784,TC032021,LG2,I,60,100,60,Low
iB_00785,TC004928,LG2,II,10,,20,Low
iB_00786,TC004939,LG2,I,80,100,60,Low
iB_00787,TC004942,LG2,I,10,20,0,Low
iB_00788,TC004949,LG2,I,100,100,100,Yes
iB_00789,TC004950,LG2,I,30,30,40,Low
iB_00791,TC004978,LG2,I,50,100,100,Low
iB_00793,TC004989,LG2,I,0,0,0,Low
iB_00794,TC004992,LG2,I,10,100,10,Low
iB_00795,TC031995,LG2,I,0,20,0,Low
iB_00796,TC005012,LG2,I,70,100,20,Low
iB_00797,TC005026,LG2,I,10,100,0,Low
iB_00798,TC005039,LG2,I,30,30,0,Low
iB_00800,TC005074,LG5,I,20,100,70,Low
iB_00802,TC005088,LG8,I,100,100,50,Yes
iB_00803,TC033493,LG2,I,10,20,10,Low
iB_00804,TC005099,LG8,I,30,100,50,Low
iB_00808,TC005163,LGX,I,50,100,0,Low
iB_00809,TC005166,LGX,I,50,70,10,Low
iB_00810,TC005168,LGX,I,40,40,30,Low
iB_00811,TC005174,LGX,II,0,,0,Low
iB_00812,TC005175,LGX,I,20,100,30,Low
iB_00813,TC005178,LGX,I,0,100,50,Low
iB_00814,TC005181,LGX,II,10,,10,Low
iB_00815,TC034281,LG9,I,10,10,30,Low
iB_00816,TC005229,LG2,I,0,0,0,Low
iB_00817,TC005232,LG2,I,80,100,70,Low
iB_00818,TC005233,LG2,I,30,30,0,Low
iB_00819,TC032006,LG9,I,50,70,30,Low
iB_00821,TC005303,LG8,I,100,100,0,Yes
iB_00822,TC005305,LG8,I,70,100,90,Low
iB_00823,TC005308,LG8,I,100,100,90,Yes
iB_00824,TC005310,LG8,I,20,30,50,Low
iB_00825,TC005313,LG8,I,100,100,100,Yes
iB_00826,TC005316,LG8,I,20,100,0,Low
iB_00827,TC005319,LG8,I,0,87.5,30,Low
iB_00828,TC005322,LG8,I,30,100,0,Low
iB_00829,TC034198,LG8,I,0,0,0,Low
iB_00830,TC034193,LG8,I,10,30,0,Low
iB_00831,TC005339,LG8,I,20,40,10,Low
iB_00832,TC005345,LG8,I,40,90,0,Low
iB_00833,TC034188,LG8,I,20,30,0,Low
iB_00834,TC005357,LG8,I,50,70,0,Low
iB_00835,TC005367,LG8,I,10,10,0,Low
iB_00836,TC005369,LG8,I,0,0,70,Low
iB_00837,TC005372,LG8,I,10,20,0,Low
iB_00838,TC005375,LG8,I,10,10,40,Low
iB_00841,TC005384,LG8,I,30,30,10,Low
iB_00842,TC005385,LG8,II,30,,20,Low
iB_00843,TC005387,LG8,II,20,,0,Low
iB_00844,TC005388,LG8,I,20,20,30,Low
iB_00845,TC005392,LG8,I,60,100,90,Low
iB_00846,TC005399,LG8,I,40,50,10,Low
iB_00847,TC034178,LG8,I,10,30,30,Low
iB_00848,TC034176,LG8,I,10,10,70,Low
iB_00849,TC005405,LG8,I,50,100,100,Low
iB_00850,TC005406,LG8,I,0,0,10,Low
iB_00851,TC005408,LG8,I,0,0,10,Low
iB_00853,TC005420,LG8,I,10,10,30,Low
iB_00854,TC005421,LG8,II,40,,50,Low
iB_00855,TC005423,LG8,I,0,0,50,Low
iB_00856,TC005424,LG8,I,30,40,30,Low
iB_00857,TC005426,LG8,II,30,,0,Low
iB_00858,TC005431,LG8,II,10,,0,Low
iB_00859,TC005445,LG8,I,40,60,20,Low
iB_00860,TC005447,LG8,I,50,60,0,Low
iB_00861,TC005459,LG8,I,10,10,10,Low
iB_00862,TC005469,LG8,I,0,0,20,Low
iB_00863,TC005471,LG8,I,20,20,30,Low
iB_00864,TC005477,LG8,I,10,80,20,Low
iB_00865,TC005480,LG8,I,0,0,20,Low
iB_00867,TC005486,LG8,I,60,100,90,Low
iB_00868,TC005493,LG8,I,50,90,0,Low
iB_00869,TC005496,LG8,I,100,100,10,Yes
iB_00870,TC005505,LG8,I,30,80,10,Low
iB_00871,TC031287,LG8,I,30,30,20,Low
iB_00872,TC005515,LG8,I,30,30,40,Low
iB_00873,TC005516,LG8,I,90,100,90,High
iB_00874,TC005517,LG8,I,70,100,20,Low
iB_00875,TC005521,LG8,I,0,10,10,Low
iB_00877,TC005532,LG8,I,10,20,0,Low
iB_00880,TC005545,LG8,II,10,,10,Low
iB_00881,TC005546,LG8,I,100,100,10,Yes
iB_00883,TC005552,LG8,II,50,,50,Low
iB_00884,TC031285,LG8,I,10,10,50,Low
iB_00885,TC005562,LG8,I,30,40,50,Low
iB_00886,TC005565,LG8,I,20,90,20,Low
iB_00887,TC005572,LG8,I,0,0,50,Low
iB_00888,TC005576,LG8,I,0,0,0,Low
iB_00889,TC005582,LG8,I,0,0,20,Low
iB_00890,TC005583,LG8,I,0,10,10,Low
iB_00891,TC005584,LG8,II,80,,100,Low
iB_00892,TC005585,LG8,II,30,,90,Low
iB_00893,TC031284,LG8,I,0,0,30,Low
iB_00894,TC005593,LG8,I,30,100,0,Low
iB_00895,TC005595,LG8,I,50,90,10,Low
iB_00896,TC005596,LG8,II,60,,30,Low
iB_00899,TC005606,LG8,II,70,,10,Low
iB_00900,TC005612,LG8,II,50,,10,Low
iB_00901,TC005634,LG8,I,40,40,30,Low
iB_00902,TC005644,LG8,I,50,50,40,Low
iB_00903,TC005650,LG8,I,100,100,70,Yes
iB_00904,TC005658,LG8,I,10,30,10,Low
iB_00905,TC005667,LG8,II,40,,20,Low
iB_00906,TC005672,LG8,I,30,100,100,Low
iB_00907,TC005676,LG8,I,20,100,10,Low
iB_00908,TC005682,LG8,II,20,,0,Low
iB_00909,TC005697,LG8,I,80,80,10,Low
iB_00910,TC005702,LG8,I,30,50,20,Low
iB_00911,TC005718,LG8,I,30,40,30,Low
iB_00912,TC005722,LG8,I,50,100,30,Low
iB_00913,TC005723,LG8,I,30,100,30,Low
iB_00914,TC005725,LG8,I,80,100,20,Low
iB_00915,TC005727,LG8,I,50,70,10,Low
iB_00916,TC005736,LG8,II,60,,100,Low
iB_00917,TC005741,LG8,I,40,40,20,Low
iB_00920,TC005757,LG8,I,80,100,60,Low
iB_00921,TC005758,LG8,I,30,100,0,Low
iB_00922,TC005764,LG8,I,20,50,10,Low
iB_00923,TC005769,LG8,II,70,,10,Low
iB_00924,TC005770,LG8,I,20,40,30,Low
iB_00925,TC034834,LG8,I,30,70,100,Low
iB_00926,TC034053,LG8,I,0,10,0,Low
iB_00927,TC005780,LG8,I,30,40,10,Low
iB_00928,TC005782,LG8,II,90,,10,High
iB_00929,TC005792,LG8,I,100,100,90,Yes
iB_00930,TC005794,LG8,I,100,100,100,Yes
iB_00931,TC005795,LG8,I,10,10,10,Low
iB_00932,TC005801,LG8,II,50,,40,Low
iB_00934,TC005814,LG8,I,10,40,10,Low
iB_00935,TC005815,LG8,I,20,20,10,Low
iB_00936,TC005819,LG8,I,40,50,100,Low
iB_00937,TC005820,LG8,I,20,40,50,Low
iB_00938,TC005825,LG8,II,70,,50,Low
iB_00939,TC005830,LG8,II,100,,80,Yes
iB_00940,TC005835,LG8,II,30,,30,Low
iB_00941,TC005837,LG8,I,30,30,0,Low
iB_00942,TC005844,LG8,II,80,,90,Low
iB_00943,TC005845,LG8,II,20,,0,Low
iB_00944,TC005852,LG8,I,20,60,20,Low
iB_00945,TC005855,LG8,II,40,,30,Low
iB_00946,TC005858,LG8,II,100,,10,Yes
iB_00947,TC005861,LG8,I,30,30,0,Low
iB_00948,TC005864,LG8,II,20,,20,Low
iB_00949,TC005867,LG8,I,40,40,50,Low
iB_00950,TC005869,LG8,I,100,100,100,Yes
iB_00951,TC005877,LG8,I,40,70,30,Low
iB_00952,TC005880,LG8,I,20,100,70,Low
iB_00953,TC005889,LG8,II,60,,30,Low
iB_00954,TC005890,LG8,I,60,60,0,Low
iB_00955,TC005894,LG8,I,30,30,20,Low
iB_00956,TC005895,LG8,I,50,50,0,Low
iB_00957,TC005900,LG8,I,20,30,10,Low
iB_00958,TC005903,LG8,I,30,30,30,Low
iB_00959,TC005910,LG8,II,40,,0,Low
iB_00960,TC005921,LG8,I,30,50,0,Low
iB_00961,TC034001,LG8,I,30,100,100,Low
iB_00963,TC005928,LG8,I,40,100,10,Low
iB_00964,TC005930,LG8,I,100,100,30,Yes
iB_00965,TC005946,LG8,I,30,30,10,Low
iB_00966,TC005949,LG8,II,90,,10,High
iB_00967,TC005952,LG8,II,50,,20,Low
iB_00968,TC005961,LG8,I,25,37.5,10,Low
iB_00969,TC033980,LG8,I,70,100,40,Low
iB_00970,TC005981,LG8,II,50,,20,Low
iB_00971,TC005986,LG8,II,50,,20,Low
iB_00972,TC005987,LG8,I,60,100,30,Low
iB_00973,TC033978,LG8,I,100,100,77.78,Yes
iB_00974,TC005994,LG8,I,0,10,50,Low
iB_00975,TC006009,LG8,I,100,100,90,Yes
iB_00976,TC006014,LG8,I,40,60,30,Low
iB_00977,TC031270,LG8,I,30,100,60,Low
iB_00978,TC006024,LG8,II,60,,20,Low
iB_00979,TC006025,LG8,I,30,30,10,Low
iB_00980,TC006029,LG8,I,20,100,70,Low
iB_00981,TC033958,LG8,I,50,60,20,Low
iB_00982,TC006034,LG8,I,40,40,40,Low
iB_00983,TC006037,LG8,II,60,,10,Low
iB_00984,TC006041,LG8,I,40,70,40,Low
iB_00985,TC006047,LG8,I,90,100,100,High
iB_00986,TC006048,LG8,I,20,20,60,Low
iB_00987,TC006052,LG8,II,60,,0,Low
iB_00988,TC006055,LG8,II,30,,20,Low
iB_00989,TC006058,LG8,II,100,,30,Yes
iB_00990,TC006065,LG8,II,40,,20,Low
iB_00992,TC006094,LG8,I,20,100,10,Low
iB_00993,TC006100,LG8,I,30,40,0,Low
iB_00994,TC006102,LG8,I,20,100,10,Low
iB_00995,TC006104,LG8,II,80,,20,Low
iB_00996,TC006108,LG8,II,60,,50,Low
iB_00997,TC006109,LG8,II,30,,0,Low
iB_00998,TC006114,LG8,I,30,50,40,Low
iB_00999,TC006127,LG8,II,20,,0,Low
iB_01000,TC006138,LG8,I,10,10,20,Low
iB_01001,TC006139,LG8,I,50,80,50,Low
iB_01002,TC006147,LG8,I,0,100,70,Low
iB_01003,TC006152,LG8,I,20,83.33,0,Low
iB_01005,TC006160,LG8,I,10,10,10,Low
iB_01006,TC006163,LG8,I,30,85.71,30,Low
iB_01007,TC006180,LG8,I,0,10,10,Low
iB_01008,TC006181,LG8,I,11.11,22.22,20,Low
iB_01010,TC006189,LG8,II,40,,10,Low
iB_01011,TC006192,LG8,I,0,12.5,50,Low
iB_01012,TC006198,LG8,II,70,,30,Low
iB_01013,TC006203,LG8,II,20,,20,Low
iB_01014,TC033993,LG8,I,50,50,60,Low
iB_01015,TC006208,LG8,I,30,30,30,Low
iB_01016,TC006214,LG8,I,20,20,10,Low
iB_01017,TC006217,LG8,I,20,100,50,Low
iB_01018,TC006219,LG8,I,10,40,20,Low
iB_01019,TC006222,LG8,I,0,10,70,Low
iB_01020,TC006232,LG8,I,50,100,10,Low
iB_01021,TC006255,LG8,I,0,22.22,60,Low
iB_01022,TC006256,LG8,I,30,30,0,Low
iB_01023,TC006261,LG8,I,0,40,50,Low
iB_01024,TC006271,LG8,I,90,100,50,High
iB_01025,TC006276,LG8,I,20,40,40,Low
iB_01026,TC006281,LG8,I,90,90,100,High
iB_01027,TC034028,LG8,I,10,62.5,20,Low
iB_01028,TC006301,LG8,I,30,100,50,Low
iB_01029,TC006303,LG8,I,10,30,30,Low
iB_01030,TC034036,LG8,I,0,0,30,Low
iB_01031,TC006308,LG8,I,37.5,50,60,Low
iB_01032,TC034041,LG8,I,20,50,60,Low
iB_01033,TC006330,LG8,I,20,20,30,Low
iB_01034,TC034046,LG8,I,0,10,30,Low
iB_01035,TC006337,LG8,I,20,30,0,Low
iB_01036,TC006352,LG8,I,90,100,100,High
iB_01037,TC006354,LG8,I,10,10,20,Low
iB_01038,TC006355,LG8,I,40,40,40,Low
iB_01039,TC006361,LG8,I,40,70,50,Low
iB_01040,TC006370,LG8,II,20,,10,Low
iB_01041,TC006379,LG8,I,20,30,60,Low
iB_01042,TC006388,LG8,II,0,,10,Low
iB_01044,TC006408,LG8,I,10,20,0,Low
iB_01045,TC006410,LG8,II,10,,10,Low
iB_01047,TC006441,LG8,I,20,20,0,Low
iB_01048,TC006445,LG8,I,0,20,0,Low
iB_01049,TC034093,LG8,I,0,10,0,Low
iB_01050,TC034094,LG8,I,100,100,100,Yes
iB_01051,TC006460,LG8,I,30,30,40,Low
iB_01053,TC006474,LG8,I,30,100,80,Low
iB_01054,TC006488,LG8,II,0,,10,Low
iB_01055,TC006490,LG8,II,20,,0,Low
iB_01057,TC006517,LG8,I,30,40,60,Low
iB_01058,TC006530,LG8,I,50,70,20,Low
iB_01059,TC034118,LG8,I,80,100,100,Low
iB_01060,TC006553,LG8,I,11.11,44.44,10,Low
iB_01061,TC006554,LG8,I,10,30,20,Low
iB_01062,TC006555,LG8,I,20,30,40,Low
iB_01063,TC006568,LG8,II,0,,10,Low
iB_01065,TC006611,LG8,I,20,30,60,Low
iB_01066,TC034135,LG8,I,90,90,100,High
iB_01067,TC006614,LG8,I,90,100,30,High
iB_01068,TC006622,LG8,I,80,100,90,Low
iB_01069,TC006624,LG8,I,0,0,50,Low
iB_01070,TC006625,LG8,I,50,70,50,Low
iB_01071,TC006628,LG8,II,30,,0,Low
iB_01072,TC006631,LG8,I,10,20,40,Low
iB_01073,TC006652,LG8,I,0,10,30,Low
iB_01074,TC034155,LG8,I,30,30,40,Low
iB_01075,TC006662,LG8,I,10,20,30,Low
iB_01076,TC034160,LG8,I,10,20,30,Low
iB_01077,TC006673,LG8,I,30,50,60,Low
iB_01078,TC006685,LG8,I,30,100,60,Low
iB_01080,TC034167,LG8,II,20,,0,Low
iB_01081,TC006699,LG8,I,10,20,30,Low
iB_01082,TC006700,LG8,I,30,30,40,Low
iB_01083,TC006714,LG8,II,50,,50,Low
iB_01084,TC006730,LG8,I,11.11,22.22,70,Low
iB_01085,TC006736,LG8,I,0,0,20,Low
iB_01086,TC034177,LG8,II,40,,90,Low
iB_01087,TC006755,LG8,I,40,100,0,Low
iB_01088,TC006758,LG8,I,10,20,30,Low
iB_01089,TC006768,LG8,I,10,10,30,Low
iB_01090,TC006769,LG8,I,0,10,30,Low
iB_01091,TC006775,LG8,I,40,100,90,Low
iB_01093,TC006779,LG8,I,0,20,30,Low
iB_01094,TC034190,LG8,I,30,30,0,Low
iB_01097,TC006846,LGX,I,0,50,30,Low
iB_01106,TC007006,LG4,I,60,100,20,Low
iB_01107,TC007009,LG4,I,10,10,10,Low
iB_01108,TC007010,LG4,I,0,20,20,Low
iB_01109,TC007017,LG4,I,20,20,30,Low
iB_01111,TC007027,LG4,I,20,100,30,Low
iB_01112,TC032906,LG4,I,0,0,20,Low
iB_01113,TC007034,LG4,I,0,14.29,20,Low
iB_01114,TC007046,LG4,I,22.22,33.33,10,Low
iB_01115,TC034674,LG4,II,20,,0,Low
iB_01116,TC007056,LG4,II,0,,10,Low
iB_01117,TC007060,LG4,I,20,20,10,Low
iB_01118,TC032933,LG4,I,30,40,20,Low
iB_01119,TC007068,LG4,I,10,20,20,Low
iB_01120,TC032936,LG4,I,22.22,33.33,20,Low
iB_01121,TC007074,LG4,I,40,70,20,Low
iB_01123,TC007098,LG4,I,20,20,60,Low
iB_01124,TC007101,LG4,I,10,10,20,Low
iB_01125,TC007106,LG4,I,10,10,20,Low
iB_01127,TC007124,LG4,II,70,,100,Low
iB_01128,TC007125,LG4,I,10,20,0,Low
iB_01129,TC007135,LG4,I,10,10,10,Low
iB_01130,TC007136,LG4,I,20,20,0,Low
iB_01131,TC007146,LG4,I,30,80,0,Low
iB_01132,TC007152,LG4,I,0,0,0,Low
iB_01133,TC007155,LG4,I,11.11,11.11,30,Low
iB_01134,TC008313,LG4,II,20,,10,Low
iB_01135,TC007163,LG4,I,30,100,40,Low
iB_01136,TC007176,LG4,I,20,100,20,Low
iB_01137,TC007178,LG4,II,20,,0,Low
iB_01138,TC007182,LG4,I,20,20,30,Low
iB_01139,TC007186,LG4,II,0,,10,Low
iB_01140,TC007189,LG4,II,10,,10,Low
iB_01141,TC007193,LG4,II,10,,0,Low
iB_01142,TC007199,LG4,II,0,,100,Low
iB_01143,TC007204,LG4,II,30,,10,Low
iB_01144,TC007205,LG4,II,30,,10,Low
iB_01145,TC007209,LG4,I,30,40,20,Low
iB_01146,TC007210,LG4,I,10,10,40,Low
iB_01147,TC007213,LG4,I,87.5,100,50,Low
iB_01148,TC007214,LG4,II,10,,10,Low
iB_01149,TC007219,LG4,II,30,,10,Low
iB_01150,TC007221,LG4,II,40,,0,Low
iB_01151,TC007228,LG4,II,20,,20,Low
iB_01152,TC007229,LG4,II,40,,50,Low
iB_01156,TC007272,LG4,I,40,40,0,Low
iB_01159,TC032839,LG4,I,20,100,20,Low
iB_01160,TC007281,LG4,II,30,,0,Low
iB_01161,TC007295,LG4,I,20,50,50,Low
iB_01162,TC007297,LG4,II,50,,10,Low
iB_01163,TC007304,LG4,I,10,10,30,Low
iB_01164,TC007306,LG4,II,30,,0,Low
iB_01165,TC007315,LG4,I,0,0,30,Low
iB_01166,TC007324,LG4,I,100,100,90,Yes
iB_01167,TC007336,LG4,I,20,100,20,Low
iB_01168,TC007344,LG4,II,60,,10,Low
iB_01169,TC007349,LG4,II,20,,0,Low
iB_01171,TC007352,LG4,II,20,,0,Low
iB_01172,TC007358,LG4,I,33.33,80,40,Low
iB_01173,TC007359,LG4,I,10,100,40,Low
iB_01175,TC007364,LG4,I,90,100,70,High
iB_01178,TC007374,LG4,II,40,,0,Low
iB_01180,TC007403,LG4,I,30,100,30,Low
iB_01181,TC007406,LG4,I,88.89,100,60,Low
iB_01184,TC007422,LG4,I,70,100,100,Low
iB_01185,TC007423,LG4,I,10,100,40,Low
iB_01186,TC007431,LG4,I,0,0,20,Low
iB_01187,TC007434,LG4,I,20,62.5,10,Low
iB_01188,TC007435,LG4,I,40,100,30,Low
iB_01189,TC007439,LG4,I,10,10,0,Low
iB_01190,TC007443,LG4,I,30,40,40,Low
iB_01192,TC007447,LG4,I,0,0,10,Low
iB_01193,TC007450,LG4,I,10,20,20,Low
iB_01194,TC007452,LG4,I,0,100,10,Low
iB_01195,TC007458,LG4,I,10,10,40,Low
iB_01196,TC007466,LG4,I,100,100,60,Yes
iB_01197,TC007467,LG4,I,20,28.57,40,Low
iB_01198,TC007470,LG4,I,0,20,0,Low
iB_01199,TC032798,LG4,I,0,12.5,30,Low
iB_01200,TC007479,LG4,I,10,100,20,Low
iB_01201,TC007480,LG4,I,10,44.44,40,Low
iB_01203,TC007497,LG4,I,70,100,100,Low
iB_01204,TC007500,LG4,I,0,0,10,Low
iB_01205,TC032792,LG4,I,30,30,10,Low
iB_01206,TC007507,LG4,I,0,0,50,Low
iB_01207,TC007510,LG4,I,100,100,100,Yes
iB_01208,TC007511,LG4,II,20,,90,Low
iB_01209,TC007515,LG4,I,20,28.57,10,Low
iB_01210,TC032790,LG4,I,0,90,70,Low
iB_01211,TC007521,LG4,I,70,100,50,Low
iB_01212,TC007529,LG4,I,20,60,80,Low
iB_01213,TC007530,LG4,I,100,100,100,Yes
iB_01214,TC007531,LG4,I,0,0,10,Low
iB_01215,TC007535,LG4,I,90,100,80,High
iB_01216,TC007539,LG4,I,40,60,40,Low
iB_01217,TC004090,LG4,I,60,70,10,Low
iB_01218,TC007560,LG4,I,20,20,20,Low
